Game Title	Year Published	Question Category	Difficulty (easy, medium, hard, children)	Type (true or false, multiple choice)	Value (points)	Question	Correct	Incorrect 1	Incorrect 2	Incorrect 3
Zion	1959	N/A	Hard	Multiple Choice	N/A	How many Philistine soldiers did Samson kill with the jawbone of an ass?	1000	500	100	
Zion	1959	N/A	Medium	Traditional	N/A	To whom did Jesus say: "Except a man be born again, he cannot see the Kingdom of God"?	Nicodemus			
Zion	1959	N/A	Medium	Multiple Choice	N/A	What relation was Abraham to Lot?	Uncle	Father-in-law	Cousin	
Zion	1959	N/A	Easy	Traditional	N/A	Moses placed the two stone tablets containing the Ten Commandments in a wooden chest. What was this chest called?	Ark of the Covenant			
Zion	1959	N/A	Medium	Multiple Choice	N/A	About how old was Abraham when his first son was born?	100 years	75 years	50 years	
Zion	1959	N/A	Easy	Multiple Choice	N/A	In which book of the Bible do you find the 10 Commandments?	Exodus	Genesis	Leviticus	
Zion	1959	N/A	Easy	Traditional	N/A	Who was named king after Saul?	David			
Zion	1959	N/A	Hard	Traditional	N/A	What great Bible prophet lived in Ur of Chaldees?	Abraham			
Zion	1959	N/A	Medium	Multiple Choice	N/A	How many of the original children of Israel that left Egypt were permitted to enter the Holy Land?	2	24	150	
Zion	1959	N/A	Easy	Multiple Choice	N/A	What did Nebuchadnezzar do when Shadrach, Meshach, and Abednego refused to worship an idol?	Threw them in a fiery furnace	Put out their eyes	Fed them to the lions	
Zion	1959	N/A	Medium	Multiple Choice	N/A	Who said to Jesus: "Lord, remember me when thou comest into thy kingdom"?	Thief on the cross	John	Judas	
Zion	1959	N/A	Hard	Traditional	N/A	The book of Lamentations is the lamentations of what Old Testament prophet?	Jeremiah			
Zion	1959	N/A	Hard	Traditional	N/A	What book in the Bible is also known as "The Preacher"?	Ecclesiastes			
Zion	1959	N/A	Hard	Traditional	N/A	What member of Peter's family did Christ heal?	His mother-in-law			
Zion	1959	N/A	Easy	Traditional	N/A	What was the crime charges against the woman when Jesus said: "He that is without sin among you, let him first cast a stone at her"?	Adultery			
Zion	1959	N/A	Medium	Traditional	N/A	How many wives did Jacob, the Old Testament prophet, have?	4			
Zion	1959	N/A	Medium	Traditional	N/A	Who led the children of Israel after the death of Moses?	Joshua			
Zion	1959	N/A	Medium	Traditional	N/A	Who holds the keys to the presidency of the Aaronic Priesthood in the church?	Presiding Bishopric			
Zion	1959	N/A	Hard	Multiple Choice	N/A	What does "Zion" mean?	Pure in heart	Honey bee	Light and truth	
Zion	1959	N/A	Hard	Traditional	N/A	Where will the great council be held ushering in Christ's personal reign?	Adam-ondi-Ahman			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Was Joseph Smith governor of Illinois?	No	Yes		
Zion	1959	N/A	Medium	Traditional	N/A	To what man did Abraham pay his tithes?	Melchizedek			
Zion	1959	N/A	Easy	Multiple Choice	N/A	Who is judge of all the earth?	Christ	Adam	Joseph Smith	
Zion	1959	N/A	Easy	Traditional	N/A	Complete: "Inasmuch as ye keep the commandments of God ye shall ______ in the land."	Prosper			
Zion	1959	N/A	Medium	Traditional	N/A	What 4 heavenly beings appeared to Joseph Smith and Oliver Cowdery in the Kirtland Temple in 1836?	The Lord, Elijah, Elias, Moses			
Zion	1959	N/A	Easy	Traditional	N/A	Who was the first person to be baptized on this earth?	Adam			
Zion	1959	N/A	Medium	Traditional	N/A	What man and his family were the only people of the city of Enoch to remain on the earth?	Methuselah			
Zion	1959	N/A	Medium	Traditional	N/A	Complete: "And another ______ I have, which are not of this fold: them also I must bring, and there shall be one ______, and one shepherd."	Sheep, fold			
Zion	1959	N/A	Easy	Traditional	N/A	Complete: "In the beginning was the ______, and the _______ was with God, and the _______ was God."	Word, word, word			
Zion	1959	N/A	Medium	Traditional	N/A	When will the earth undergo a terrrestrial condition?	During the Millenium			
Zion	1959	N/A	Easy	Traditional	N/A	What is the name of Joseph Smith's Mother?	Lucy Mack Smith			
Zion	1959	N/A	Hard	Multiple Choice	N/A	Through what man was the blood of the Caananites preserved after the flood?	Ham	Shem	Japeth	
Zion	1959	N/A	Easy	Traditional	N/A	What priesthood did John the Baptist hold?	Aaronic Priesthood			
Zion	1959	N/A	Medium	Traditional	N/A	What is the governing body of the church when a member of the First Presidency dies?	Quorum of 12 Apostles			
Zion	1959	N/A	Hard	Traditional	N/A	What office in the church today is equivalent to the office of an evangelist in the early church?	Patriarch			
Zion	1959	N/A	Hard	Traditional	N/A	Who was baptized when he was "Caught away by the Spirit of the Lord"?	Adam			
Zion	1959	N/A	Hard	Multiple Choice	N/A	How long did the ark float on the water?	5 months	40 days	9 months	
Zion	1959	N/A	Easy	Traditional	N/A	Who conferred the priesthood upon Abraham?	Melchizedek			
Zion	1959	N/A	Easy	Traditional	N/A	What is the planet nearest the residence of God called?	Kolob			
Zion	1959	N/A	Easy	Traditional	N/A	Jesus is known by another name in the Old Testament beginning with "J". What is it?	Jehovah			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Were any of the 3 witnesses included among the 8 witnesses?	No	Yes		
Zion	1959	N/A	Medium	Traditional	N/A	What section of the Doctrine and Covenants describes the degrees of glory and who shall inherit them?	76th			
Zion	1959	N/A	Easy	Multiple Choice	N/A	In what year did the Angel Mormoni first appear to Joseph Smith?	1823	1820	1827	
Zion	1959	N/A	Easy	Traditional	N/A	What does the word "deseret" mean?	Beehive			
Zion	1959	N/A	Hard	Traditional	N/A	What is another word for Ahman?	God			
Zion	1959	N/A	Easy	Traditional	N/A	Complete: "Blessed are the ______, for they shall inherit the earth."	Meek			
Zion	1959	N/A	Medium	Traditional	N/A	What city was Joseph Smith mayor of?	Nauvoo, Illinois			
Zion	1959	N/A	Medium	Traditional	N/A	The Lord promised that the Aaronic Priesthood would remain on the earth until the sons of Levi do something. What is it?	Offer an offering to the Lord in righteousness			
Zion	1959	N/A	Medium	Traditional	N/A	What man mortgaged his faarm in order to pay for the first printing of the Book of Mormon?	Martin Harris			
Zion	1959	N/A	Medium	Multiple Choice	N/A	How many offices are there in the Melchizedek Priesthood?	6	4	3	
Zion	1959	N/A	Medium	Traditional	N/A	Were Cain and Abel the first two sons born to Adam and Eve?	No			
Zion	1959	N/A	Hard	Traditional	N/A	Every President of the Church from Brigham Young to David O. McKay has served in the same mission. What mission is it?	British Mission			
Zion	1959	N/A	Medium	Traditional	N/A	Who holds the keys to the presidency of the Aaronic Priesthood in a ward?	Bishopric			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Can a priest confirm a person a member of the church?	No	Yes		
Zion	1959	N/A	Medium	Traditional	N/A	What is the name of the great battle involving the nations of the earth at the time of the Lord's second coming?	Armageddon			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Is the ward clerk a member of the bishopric?	No	Yes		
Zion	1959	N/A	Medium	Traditional	N/A	What keys did Elias restore to Joseph Smith and Oliver Cowdery?	Dispensation of the gospel of Abraham			
Zion	1959	N/A	Easy	Traditional	N/A	Who is known as our "Elder Brother"?	Jesus Christ			
Zion	1959	N/A	Medium	Multiple Choice	N/A	How long after the death of Joseph Smith was Brigham Young ordained President?	3 years	2 months	6 months	
Zion	1959	N/A	Easy	Traditional	N/A	Complete: "Blessed are the ______ for they shall obtain mercy."	Merciful			
Zion	1959	N/A	Medium	Traditional	N/A	What is the new and everlasting covenant?	The fulness of the Gospel			
Zion	1959	N/A	Easy	Traditional	N/A	Complete: "Wherefore, after he was baptized with water the Holy Ghost descended upon him in the ______ of a ______."	Form, dove			
Zion	1959	N/A	Easy	Traditional	N/A	Complete: "For in ______ all die, even so in ______ shall all be made alive."	Adam, Christ			
Zion	1959	N/A	Medium	Traditional	N/A	Who was the first Patriarch of the church in this dispensation?	Joseph Smith Sr.			
Zion	1959	N/A	Easy	Traditional	N/A	How old was Joseph Smith when he was killed?	38 years old			
Zion	1959	N/A	Medium	Traditional	N/A	What were Hyrum Smith's' last words before he was killed?	I am a dead man			
Zion	1959	N/A	Medium	Traditional	N/A	How many members are there in a Stake High Council?	12			
Jots & Tittles	1984	Old Testament	Hard	Traditional	N/A	Who was described thus: "Now he was ruddy, and withal of a beautiful countenance, and goodly to look at?"	David			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	The butler's dream was about 3 branches of what plant?	The grapevine			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	What did Joseph have his servants put in Benjamin's sack of food?	His silver cup			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	Azariah is known by what other name in the Bible?	Uzziah			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	What did the 4 lepers at Samaria discover when they went to approach the Syrian army?	The whole army had fled and left all their provisions.			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	He was Jeroboam's son, and his death was foretold by the prophet Ahijah. Who was he?	Abijah			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	What was the fast day ordered by the Law of Moses?	The Day of Atonement			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	Who was traditionally been considered the author of Proverbs?	Solomon			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	Who told the Philistines the answer to Samson's riddle?	His wife-to-be			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	Who, in the Bible, is referred to as the "Ancient of Days"?	Adam			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	Were Cain and Abel Adam's first children?	No (Moses 5:1-17)			
Jots & Tittles	Unknown	Old Testament	Easy	Traditional	N/A	Who was Solomon's father?	David			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	Because of a rash vow, Jephthah had to sacrifice what?	His only daughter			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	Who were Issachar's parents?	Jacob and Leah			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	What is meant by the worship of the "hosts of heaven"?	Worship of the sun, moon, and stars (a form of idolatry)			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	What happened when the people threw a dead Israelite into the sepulcher of Elisha and he touched Elisha's bones?	He was revived			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	For how many days was the river in Eygpt turned to blood?	Seven			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	How was David related to King Saul?	Saul was his father-in-law			
Jots & Tittles	Unknown	Old Testament	Easy	Traditional	N/A	Who put goat skins on his hands and neck in order to impersonate his brother?	Jacob			
Jots & Tittles	Unknown	Old Testament	Easy	Traditional	N/A	To what mountain did Moses lead his people?	Sinai			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	How old was Noah when he entered the ark?	600 years old			
Jots & Tittles	Unknown	Old Testament	Easy	Traditional	N/A	What caused the diversity of languages on the earth and the scattering of the people?	Building the Tower of Babel			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	In Moses' time, what was kept in the Holy of Holies within the Tabernacle?	The Ark of the Covenant			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	What figures representing heavenly creatures were on the mercy seat of the Ark of the Covenant?	Cherubim			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	Which of Noah's 3 sons was the eldest?	Japheth			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	During the flood, the water rose how much higher than the highest point on the earth?	Fiftenn cubits			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	What instrument like a bagpipe was played in the courts of King Nebuchadnezzar?	Dulcimer			
Jots & Tittles	Unknown	Old Testament	Easy	Traditional	N/A	What did Elijah promise the widow of Zarephath if she shared her last food with him?	That her barrel of flour and cruse of oil would not fail until the famine ended			
Jots & Tittles	Unknown	Old Testament	Easy	Traditional	N/A	What is another name for the Stick of Judah?	Bible			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	What does the word Deuteronomy mean?	Repetition of the Law			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	What happened to the men who persuaded Darius to sign the law forbidding prayer?	They and their families were cast into the den of lions			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	What 2 spies gave the only accurate, honorable reports to Moses concerning Canaan?	Caleb and Joshua			
Jots & Tittles	Unknown	Old Testament	Easy	Traditional	N/A	Who was older, Aaron or Moses?	Aaron			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	Who fed Elijah when he dwelt by the brook Cherith?	Ravens			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	Of what tribe was Caleb?	Judah			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	What happened to the soldiers King Ahaziah sent to apprehend Elijah?	Elijah called down fire to consume them			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	We learn from modern revelation that Abraham recieved the Melcizedek or High Priesthood from whom?	Melchizedek			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	Who was Samuel's father?	Elkanah			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	Out of what did Aaron make the golden calf?	Golden earrings			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	Lot and his daughters were the only ones to escape the destruction of what city?	Sodom			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	What happened to Aaron's rod before Pharaoh and his servants?	It turned into a serpent			
Jots & Tittles	Unknown	Old Testament	Easy	Traditional	N/A	What did Saul want to do to David after he killed Goliath and saw how much the people loved him?	He wanted to kill him			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	Who was known as the first Hebrew?	Abraham			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	What did the Lord tell Abraham the term "olea" signified?	The moon			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	Bathsheba was originally the wife of whom?	Uriah			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	Who became the nurse to the child of Ruth and Boaz?	Naomi			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	Which ancient temple took approximately 79 years to complete?	Temple of Herod			
Jots & Tittles	Unknown	Old Testament	Hard	Traditional	N/A	The last record of Methuselah was in the same year as what major event?	The Flood			
Jots & Tittles	Unknown	Old Testament	Medium	Traditional	N/A	From whom did Rachel get the mandrakes?	Leah			
Jots & Tittles	Unknown	Church History	Medium	Traditional	N/A	In which latter-day temple was the ordinance of baptism for the dead not performed?	Kirtland Temple			
Jots & Tittles	Unknown	Church History	Medium	Traditional	N/A	In January 1959 the First Presidency told missionaries traveling to foreign lands to do what?	Travel by air, not water (MS, Feb. 1959)			
Jots & Tittles	Unknown	Church History	Easy	Traditional	N/A	At what home was the Church organized?	Peter Whitmer's			
Jots & Tittles	Unknown	Church History	Medium	Traditional	N/A	Who were originally called to the first latter-day First Presidency of the Church?	Joseph Smith, Sidney Rigdon, Jesse Gause			
Jots & Tittles	Unknown	Church History	Easy	Traditional	N/A	How many brothers and sisters does Joseph Smith have?	Nine (six brothers, 3 sisters)			
Jots & Tittles	Unknown	Church History	Medium	Traditional	N/A	What is the TIB?	Temple Records Index Bureau			
Jots & Tittles	Unknown	Church History	Hard	Traditional	N/A	By what ordinance were men recieved into the into the School of the Prophets?	Ordinance of the washing of feet			
Jots & Tittles	Unknown	Church History	Medium	Traditional	N/A	In 1959 the Mormon Tabernacle Choir recieved a Grammy for its recording of what song?	Battle Hymn of the Republic			
Jots & Tittles	Unknown	Church History	Hard	Traditional	N/A	Nathan Smith, founder of Dartmouth Medical School, performed surgery on which prophet?	He performed the operation that healed Joseph Smith's leg			
